year,month,week,nuts,totalmort,mean_maxt,mean_mint,mean_avgt,precipitation,snow
2016,2,8,NL324,49,7.28837776184082,2.303440809249878,4.803659915924072,1.9769744873046875,0.027409110218286514
2016,2,8,NL325,40,7.146416664123535,2.3826308250427246,4.765857696533203,1.4672911167144775,0.06896551698446274
2016,2,8,NL327,50,7.224169731140137,1.9748984575271606,4.612377166748047,2.350285530090332,0.06617867201566696
2016,2,8,NL328,38,7.057499408721924,2.5174643993377686,4.780869007110596,1.8041175603866577,0.06896551698446274
2016,2,8,NL329,225,7.236167907714844,2.194108486175537,4.726355075836182,2.1483569145202637,0.03499210998415947
2016,2,8,NL332,158,7.443329334259033,2.5122334957122803,4.953884124755859,2.501095771789551,0
2016,2,8,NL333,30,7.424178123474121,2.8462541103363037,5.121494770050049,2.3255417346954346,0
2016,2,8,NL337,61,7.38998556137085,2.398414373397827,4.879650592803955,2.3649227619171143,0
2016,2,8,NL33A,64,7.541624069213867,2.094449281692505,4.836251258850098,2.5435454845428467,0
2016,2,8,NL33B,50,7.419440269470215,2.2042152881622314,4.822367191314697,2.4756851196289062,0
2016,2,8,NL33C,269,7.495419025421143,2.8033039569854736,5.138685703277588,2.2894277572631836,0
2016,2,8,NL341,25,7.785251617431641,3.473855495452881,5.621005535125732,2.0886757373809814,0
2016,2,8,NL342,62,7.578508377075195,3.7267253398895264,5.647543430328369,1.8211543560028076,0
2016,2,8,NL411,141,7.853109359741211,2.3065571784973145,5.067870140075684,2.6296088695526123,0
2016,2,8,NL412,95,7.835761547088623,2.0708298683166504,4.94642972946167,2.869922399520874,0
2016,2,8,NL413,128,7.794803619384766,1.8649286031723022,4.840368270874023,2.582629442214966,0.00014071694749873132
2016,2,8,NL414,133,7.881869316101074,1.9734148979187012,4.924692153930664,3.057206869125366,0.008435079827904701
2016,2,8,NL421,66,7.736057281494141,1.9066200256347656,4.828794479370117,2.552525520324707,0.0165123101323843
2016,2,8,NL422,51,7.7682952880859375,2.1368091106414795,4.971057415008545,2.704312562942505,0.0172409787774086
2016,2,8,NL423,171,7.452545642852783,2.268852710723877,4.86557149887085,3.544830083847046,0.15747344493865967
2016,2,9,NL112,13,6.69608211517334,1.78775954246521,4.241515159606934,2.4515109062194824,0.06896551698446274
2016,2,9,NL124,58,6.679827690124512,2.119778633117676,4.412948131561279,1.8450506925582886,0.06418102979660034
2016,2,9,NL125,28,6.623984336853027,2.2053747177124023,4.41166353225708,1.7195215225219727,0.06896551698446274
2016,2,9,NL126,28,6.784597396850586,1.79354727268219,4.285362243652344,2.290264129638672,0.04365840181708336
2016,2,9,NL131,34,6.782320499420166,1.6023743152618408,4.200236797332764,2.727900743484497,0.04250769689679146
2016,2,9,NL132,32,6.847004413604736,1.546510934829712,4.192431449890137,3.216387987136841,0.03865204378962517
2016,2,9,NL133,35,6.881069183349609,1.6543219089508057,4.270918846130371,2.6762630939483643,0.03385337442159653
2016,2,9,NL211,69,6.932990074157715,1.714066982269287,4.326217174530029,2.3462085723876953,0.02706647478044033
2016,2,9,NL212,26,7.111385822296143,1.2757354974746704,4.193885326385498,2.7834978103637695,0.033311281353235245
2016,2,9,NL213,126,7.135159969329834,1.4515571594238281,4.290080547332764,2.767359495162964,0.07534603774547577
2016,2,9,NL221,143,7.019703388214111,1.5799680948257446,4.309523105621338,2.642662286758423,0.06628702580928802
2016,2,9,NL224,41,7.50325870513916,1.872269868850708,4.7077107429504395,2.597048759460449,0.0006090655224397779
2016,2,9,NL225,83,7.2460150718688965,1.5449565649032593,4.386618137359619,2.6092305183410645,0.1200573667883873
2016,2,9,NL226,125,7.499228000640869,1.5003719329833984,4.516165256500244,2.9639878273010254,0.06710559874773026
2016,2,9,NL230,55,6.8908233642578125,1.9794758558273315,4.438544273376465,2.2767136096954346,0.06845439970493317
2016,2,9,NL310,219,7.2730793952941895,2.0934081077575684,4.699574947357178,2.67179799079895,0.02210581861436367
2016,2,9,NL321,83,6.900452613830566,2.373587131500244,4.642686367034912,1.939256191253662,0.06896551698446274
2016,2,9,NL323,28,7.151724338531494,2.389655113220215,4.772413730621338,1.4413793087005615,0.06896551698446274
2016,2,9,NL324,54,7.28837776184082,2.303440809249878,4.803659915924072,1.9769744873046875,0.027409110218286514
2016,2,9,NL325,34,7.146416664123535,2.3826308250427246,4.765857696533203,1.4672911167144775,0.06896551698446274
2016,2,9,NL327,57,7.224169731140137,1.9748984575271606,4.612377166748047,2.350285530090332,0.06617867201566696
2016,2,9,NL328,41,7.057499408721924,2.5174643993377686,4.780869007110596,1.8041175603866577,0.06896551698446274
2016,2,9,NL329,208,7.236167907714844,2.194108486175537,4.726355075836182,2.1483569145202637,0.03499210998415947
2016,2,9,NL332,132,7.443329334259033,2.5122334957122803,4.953884124755859,2.501095771789551,0
2016,2,9,NL333,50,7.424178123474121,2.8462541103363037,5.121494770050049,2.3255417346954346,0
2016,2,9,NL337,77,7.38998556137085,2.398414373397827,4.879650592803955,2.3649227619171143,0
2016,2,9,NL33A,64,7.541624069213867,2.094449281692505,4.836251258850098,2.5435454845428467,0
2016,2,9,NL33B,62,7.419440269470215,2.2042152881622314,4.822367191314697,2.4756851196289062,0
2016,2,9,NL33C,253,7.495419025421143,2.8033039569854736,5.138685703277588,2.2894277572631836,0
2016,2,9,NL341,25,7.785251617431641,3.473855495452881,5.621005535125732,2.0886757373809814,0
2016,2,9,NL342,60,7.578508377075195,3.7267253398895264,5.647543430328369,1.8211543560028076,0
2016,2,9,NL411,127,7.853109359741211,2.3065571784973145,5.067870140075684,2.6296088695526123,0
2016,2,9,NL412,83,7.835761547088623,2.0708298683166504,4.94642972946167,2.869922399520874,0
2016,2,9,NL413,112,7.794803619384766,1.8649286031723022,4.840368270874023,2.582629442214966,0.00014071694749873132
2016,2,9,NL414,166,7.881869316101074,1.9734148979187012,4.924692153930664,3.057206869125366,0.008435079827904701
2016,2,9,NL421,52,7.736057281494141,1.9066200256347656,4.828794479370117,2.552525520324707,0.0165123101323843
2016,2,9,NL422,51,7.7682952880859375,2.1368091106414795,4.971057415008545,2.704312562942505,0.0172409787774086
2016,2,9,NL423,146,7.452545642852783,2.268852710723877,4.86557149887085,3.544830083847046,0.15747344493865967
2016,3,10,NL112,13,8.342121124267578,1.635529637336731,4.98968505859375,1.311569333076477,0.032258063554763794
2016,3,10,NL124,59,8.226984024047852,2.0828356742858887,5.164035797119141,1.724192500114441,0.030020160600543022
2016,3,10,NL125,28,8.3796968460083,2.0439577102661133,5.209816932678223,1.8085347414016724,0.032258063554763794
2016,3,10,NL126,39,8.592572212219238,1.6472512483596802,5.110483169555664,1.5298070907592773,0.008583664894104004
2016,3,10,NL131,36,8.649162292480469,1.4454962015151978,5.0546441078186035,1.4938443899154663,0.0075072008185088634
2016,3,10,NL132,33,8.756573677062988,1.314955472946167,5.033358573913574,1.7468911409378052,0.0039003007113933563
2016,3,10,NL133,25,8.774792671203613,1.4550966024398804,5.122828006744385,1.800089955329895,0
2016,3,10,NL211,53,8.82487678527832,1.503713607788086,5.168344974517822,1.7650268077850342,0.005258749704807997
2016,3,10,NL212,25,8.98902416229248,1.0650383234024048,5.032146453857422,1.7266038656234741,4.931027433485724e-05
2016,3,10,NL213,146,8.758344650268555,1.2042161226272583,4.9853315353393555,1.6116968393325806,0.007509681861847639
2016,3,10,NL221,147,8.824068069458008,1.451424241065979,5.146676063537598,1.6345010995864868,0.014000468887388706
2016,3,10,NL224,41,9.363507270812988,1.581749677658081,5.482923984527588,1.7931269407272339,0
2016,3,10,NL225,88,8.850643157958984,1.3678449392318726,5.108674049377441,1.5242174863815308,0.01881657913327217
2016,3,10,NL226,132,9.186691284179688,1.3380547761917114,5.269118309020996,1.7076256275177002,0.00727412523701787
2016,3,10,NL230,50,8.791787147521973,1.8320668935775757,5.315626621246338,1.6275196075439453,0.03177992254495621
2016,3,10,NL310,219,9.188159942626953,1.8974658250808716,5.5545573234558105,1.7618579864501953,0.004352432209998369
2016,3,10,NL321,54,8.491016387939453,2.3701889514923096,5.441201210021973,2.008209466934204,0.032258063554763794
2016,3,10,NL323,38,8.896774291992188,2.2161290645599365,5.55483865737915,1.5516128540039062,0.032258063554763794
2016,3,10,NL324,35,9.098299980163574,2.2471280097961426,5.6812849044799805,1.8685028553009033,0.012820390053093433
2016,3,10,NL325,33,8.892831802368164,2.206345319747925,5.547829627990723,1.5814019441604614,0.032258063554763794
2016,3,10,NL327,48,9.15219783782959,1.8889031410217285,5.527749061584473,1.971887469291687,0.03095453791320324
2016,3,10,NL328,46,8.69511604309082,2.387511730194092,5.538987636566162,1.9686279296875,0.032258063554763794
2016,3,10,NL329,202,9.066452980041504,2.1349270343780518,5.614768028259277,2.0097992420196533,0.01636727713048458
2016,3,10,NL332,162,9.369222640991211,2.230388641357422,5.78299617767334,2.2331485748291016,0
2016,3,10,NL333,32,9.273128509521484,2.526543378829956,5.89037561416626,2.3229408264160156,0
2016,3,10,NL337,62,9.24871826171875,2.275182008743286,5.746944904327393,2.246246099472046,0
2016,3,10,NL33A,76,9.523221015930176,1.7509340047836304,5.651792526245117,2.1104891300201416,0
2016,3,10,NL33B,64,9.412853240966797,2.048794746398926,5.736972332000732,1.6806353330612183,0
2016,3,10,NL33C,253,9.229876518249512,2.409095525741577,5.816949367523193,2.312822103500366,0
2016,3,10,NL341,27,9.5048246383667,3.022181987762451,6.256331920623779,2.048074245452881,0
2016,3,10,NL342,52,9.099128723144531,3.2758402824401855,6.18398904800415,2.3541347980499268,0
2016,3,10,NL411,123,9.763097763061523,1.7579683065414429,5.754998207092285,2.16697359085083,0
2016,3,10,NL412,88,9.678606033325195,1.6045191287994385,5.632910251617432,1.8761729001998901,0
2016,3,10,NL413,110,9.490034103393555,1.5336556434631348,5.515438556671143,1.4490046501159668,0
2016,3,10,NL414,143,9.510919570922852,1.498492956161499,5.501834392547607,1.6243799924850464,0
2016,3,10,NL421,58,9.352420806884766,1.5262116193771362,5.448563098907471,1.3413686752319336,0
2016,3,10,NL422,41,9.346965789794922,1.5222338438034058,5.450636863708496,1.3950692415237427,0
2016,3,10,NL423,157,8.85077953338623,1.5543633699417114,5.20814323425293,1.37943696975708,0
2016,3,11,NL112,10,8.342121124267578,1.635529637336731,4.98968505859375,1.311569333076477,0.032258063554763794
2016,3,11,NL124,55,8.226984024047852,2.0828356742858887,5.164035797119141,1.724192500114441,0.030020160600543022
2016,3,11,NL125,25,8.3796968460083,2.0439577102661133,5.209816932678223,1.8085347414016724,0.032258063554763794
2016,3,11,NL126,46,8.592572212219238,1.6472512483596802,5.110483169555664,1.5298070907592773,0.008583664894104004
2016,3,11,NL131,46,8.649162292480469,1.4454962015151978,5.0546441078186035,1.4938443899154663,0.0075072008185088634
2016,3,11,NL132,29,8.756573677062988,1.314955472946167,5.033358573913574,1.7468911409378052,0.0039003007113933563
2016,3,11,NL133,31,8.774792671203613,1.4550966024398804,5.122828006744385,1.800089955329895,0
2016,3,11,NL211,61,8.82487678527832,1.503713607788086,5.168344974517822,1.7650268077850342,0.005258749704807997
2016,3,11,NL212,17,8.98902416229248,1.0650383234024048,5.032146453857422,1.7266038656234741,4.931027433485724e-05
2016,3,11,NL213,128,8.758344650268555,1.2042161226272583,4.9853315353393555,1.6116968393325806,0.007509681861847639
2016,3,11,NL221,139,8.824068069458008,1.451424241065979,5.146676063537598,1.6345010995864868,0.014000468887388706
2016,3,11,NL224,27,9.363507270812988,1.581749677658081,5.482923984527588,1.7931269407272339,0
2016,3,11,NL225,84,8.850643157958984,1.3678449392318726,5.108674049377441,1.5242174863815308,0.01881657913327217
2016,3,11,NL226,117,9.186691284179688,1.3380547761917114,5.269118309020996,1.7076256275177002,0.00727412523701787
2016,3,11,NL230,46,8.791787147521973,1.8320668935775757,5.315626621246338,1.6275196075439453,0.03177992254495621
2016,3,11,NL310,232,9.188159942626953,1.8974658250808716,5.5545573234558105,1.7618579864501953,0.004352432209998369
2016,3,11,NL321,65,8.491016387939453,2.3701889514923096,5.441201210021973,2.008209466934204,0.032258063554763794
2016,3,11,NL323,37,8.896774291992188,2.2161290645599365,5.55483865737915,1.5516128540039062,0.032258063554763794
2016,3,11,NL324,54,9.098299980163574,2.2471280097961426,5.6812849044799805,1.8685028553009033,0.012820390053093433
2016,3,11,NL325,34,8.892831802368164,2.206345319747925,5.547829627990723,1.5814019441604614,0.032258063554763794
2016,3,11,NL327,50,9.15219783782959,1.8889031410217285,5.527749061584473,1.971887469291687,0.03095453791320324
2016,3,11,NL328,47,8.69511604309082,2.387511730194092,5.538987636566162,1.9686279296875,0.032258063554763794
2016,3,11,NL329,178,9.066452980041504,2.1349270343780518,5.614768028259277,2.0097992420196533,0.01636727713048458
2016,3,11,NL332,152,9.369222640991211,2.230388641357422,5.78299617767334,2.2331485748291016,0
2016,3,11,NL333,34,9.273128509521484,2.526543378829956,5.89037561416626,2.3229408264160156,0
2016,3,11,NL337,66,9.24871826171875,2.275182008743286,5.746944904327393,2.246246099472046,0
2016,3,11,NL33A,55,9.523221015930176,1.7509340047836304,5.651792526245117,2.1104891300201416,0
2016,3,11,NL33B,50,9.412853240966797,2.048794746398926,5.736972332000732,1.6806353330612183,0
2016,3,11,NL33C,261,9.229876518249512,2.409095525741577,5.816949367523193,2.312822103500366,0
2016,3,11,NL341,24,9.5048246383667,3.022181987762451,6.256331920623779,2.048074245452881,0
2016,3,11,NL342,57,9.099128723144531,3.2758402824401855,6.18398904800415,2.3541347980499268,0
2016,3,11,NL411,126,9.763097763061523,1.7579683065414429,5.754998207092285,2.16697359085083,0
2016,3,11,NL412,97,9.678606033325195,1.6045191287994385,5.632910251617432,1.8761729001998901,0
2016,3,11,NL413,112,9.490034103393555,1.5336556434631348,5.515438556671143,1.4490046501159668,0
2016,3,11,NL414,132,9.510919570922852,1.498492956161499,5.501834392547607,1.6243799924850464,0
2016,3,11,NL421,49,9.352420806884766,1.5262116193771362,5.448563098907471,1.3413686752319336,0
2016,3,11,NL422,41,9.346965789794922,1.5222338438034058,5.450636863708496,1.3950692415237427,0
2016,3,11,NL423,155,8.85077953338623,1.5543633699417114,5.20814323425293,1.37943696975708,0
2016,3,12,NL112,12,8.342121124267578,1.635529637336731,4.98968505859375,1.311569333076477,0.032258063554763794
2016,3,12,NL124,65,8.226984024047852,2.0828356742858887,5.164035797119141,1.724192500114441,0.030020160600543022
2016,3,12,NL125,26,8.3796968460083,2.0439577102661133,5.209816932678223,1.8085347414016724,0.032258063554763794
2016,3,12,NL126,40,8.592572212219238,1.6472512483596802,5.110483169555664,1.5298070907592773,0.008583664894104004
2016,3,12,NL131,29,8.649162292480469,1.4454962015151978,5.0546441078186035,1.4938443899154663,0.0075072008185088634
2016,3,12,NL132,48,8.756573677062988,1.314955472946167,5.033358573913574,1.7468911409378052,0.0039003007113933563
2016,3,12,NL133,34,8.774792671203613,1.4550966024398804,5.122828006744385,1.800089955329895,0
2016,3,12,NL211,68,8.82487678527832,1.503713607788086,5.168344974517822,1.7650268077850342,0.005258749704807997
2016,3,12,NL212,30,8.98902416229248,1.0650383234024048,5.032146453857422,1.7266038656234741,4.931027433485724e-05
2016,3,12,NL213,113,8.758344650268555,1.2042161226272583,4.9853315353393555,1.6116968393325806,0.007509681861847639
2016,3,12,NL221,122,8.824068069458008,1.451424241065979,5.146676063537598,1.6345010995864868,0.014000468887388706
2016,3,12,NL224,37,9.363507270812988,1.581749677658081,5.482923984527588,1.7931269407272339,0
2016,3,12,NL225,90,8.850643157958984,1.3678449392318726,5.108674049377441,1.5242174863815308,0.01881657913327217
2016,3,12,NL226,132,9.186691284179688,1.3380547761917114,5.269118309020996,1.7076256275177002,0.00727412523701787
2016,3,12,NL230,61,8.791787147521973,1.8320668935775757,5.315626621246338,1.6275196075439453,0.03177992254495621
2016,3,12,NL310,196,9.188159942626953,1.8974658250808716,5.5545573234558105,1.7618579864501953,0.004352432209998369
2016,3,12,NL321,55,8.491016387939453,2.3701889514923096,5.441201210021973,2.008209466934204,0.032258063554763794
2016,3,12,NL323,33,8.896774291992188,2.2161290645599365,5.55483865737915,1.5516128540039062,0.032258063554763794
2016,3,12,NL324,49,9.098299980163574,2.2471280097961426,5.6812849044799805,1.8685028553009033,0.012820390053093433
2016,3,12,NL325,32,8.892831802368164,2.206345319747925,5.547829627990723,1.5814019441604614,0.032258063554763794
2016,3,12,NL327,38,9.15219783782959,1.8889031410217285,5.527749061584473,1.971887469291687,0.03095453791320324
2016,3,12,NL328,36,8.69511604309082,2.387511730194092,5.538987636566162,1.9686279296875,0.032258063554763794
2016,3,12,NL329,200,9.066452980041504,2.1349270343780518,5.614768028259277,2.0097992420196533,0.01636727713048458
2016,3,12,NL332,130,9.369222640991211,2.230388641357422,5.78299617767334,2.2331485748291016,0
2016,3,12,NL333,28,9.273128509521484,2.526543378829956,5.89037561416626,2.3229408264160156,0
2016,3,12,NL337,70,9.24871826171875,2.275182008743286,5.746944904327393,2.246246099472046,0
2016,3,12,NL33A,67,9.523221015930176,1.7509340047836304,5.651792526245117,2.1104891300201416,0
2016,3,12,NL33B,49,9.412853240966797,2.048794746398926,5.736972332000732,1.6806353330612183,0
2016,3,12,NL33C,260,9.229876518249512,2.409095525741577,5.816949367523193,2.312822103500366,0
2016,3,12,NL341,22,9.5048246383667,3.022181987762451,6.256331920623779,2.048074245452881,0
2016,3,12,NL342,60,9.099128723144531,3.2758402824401855,6.18398904800415,2.3541347980499268,0
2016,3,12,NL411,113,9.763097763061523,1.7579683065414429,5.754998207092285,2.16697359085083,0
2016,3,12,NL412,85,9.678606033325195,1.6045191287994385,5.632910251617432,1.8761729001998901,0
2016,3,12,NL413,116,9.490034103393555,1.5336556434631348,5.515438556671143,1.4490046501159668,0
2016,3,12,NL414,157,9.510919570922852,1.498492956161499,5.501834392547607,1.6243799924850464,0
2016,3,12,NL421,50,9.352420806884766,1.5262116193771362,5.448563098907471,1.3413686752319336,0
2016,3,12,NL422,51,9.346965789794922,1.5222338438034058,5.450636863708496,1.3950692415237427,0
2016,3,12,NL423,120,8.85077953338623,1.5543633699417114,5.20814323425293,1.37943696975708,0
2016,3,13,NL112,10,8.342121124267578,1.635529637336731,4.98968505859375,1.311569333076477,0.032258063554763794
2016,3,13,NL124,72,8.226984024047852,2.0828356742858887,5.164035797119141,1.724192500114441,0.030020160600543022
2016,3,13,NL125,26,8.3796968460083,2.0439577102661133,5.209816932678223,1.8085347414016724,0.032258063554763794
2016,3,13,NL126,50,8.592572212219238,1.6472512483596802,5.110483169555664,1.5298070907592773,0.008583664894104004
2016,3,13,NL131,43,8.649162292480469,1.4454962015151978,5.0546441078186035,1.4938443899154663,0.0075072008185088634
2016,3,13,NL132,38,8.756573677062988,1.314955472946167,5.033358573913574,1.7468911409378052,0.0039003007113933563
2016,3,13,NL133,37,8.774792671203613,1.4550966024398804,5.122828006744385,1.800089955329895,0
2016,3,13,NL211,61,8.82487678527832,1.503713607788086,5.168344974517822,1.7650268077850342,0.005258749704807997
2016,3,13,NL212,23,8.98902416229248,1.0650383234024048,5.032146453857422,1.7266038656234741,4.931027433485724e-05
2016,3,13,NL213,119,8.758344650268555,1.2042161226272583,4.9853315353393555,1.6116968393325806,0.007509681861847639
2016,3,13,NL221,120,8.824068069458008,1.451424241065979,5.146676063537598,1.6345010995864868,0.014000468887388706
2016,3,13,NL224,38,9.363507270812988,1.581749677658081,5.482923984527588,1.7931269407272339,0
2016,3,13,NL225,59,8.850643157958984,1.3678449392318726,5.108674049377441,1.5242174863815308,0.01881657913327217
2016,3,13,NL226,143,9.186691284179688,1.3380547761917114,5.269118309020996,1.7076256275177002,0.00727412523701787
2016,3,13,NL230,46,8.791787147521973,1.8320668935775757,5.315626621246338,1.6275196075439453,0.03177992254495621
2016,3,13,NL310,225,9.188159942626953,1.8974658250808716,5.5545573234558105,1.7618579864501953,0.004352432209998369
2016,3,13,NL321,66,8.491016387939453,2.3701889514923096,5.441201210021973,2.008209466934204,0.032258063554763794
2016,3,13,NL323,39,8.896774291992188,2.2161290645599365,5.55483865737915,1.5516128540039062,0.032258063554763794
2016,3,13,NL324,45,9.098299980163574,2.2471280097961426,5.6812849044799805,1.8685028553009033,0.012820390053093433
2016,3,13,NL325,40,8.892831802368164,2.206345319747925,5.547829627990723,1.5814019441604614,0.032258063554763794
2016,3,13,NL327,48,9.15219783782959,1.8889031410217285,5.527749061584473,1.971887469291687,0.03095453791320324
2016,3,13,NL328,35,8.69511604309082,2.387511730194092,5.538987636566162,1.9686279296875,0.032258063554763794
2016,3,13,NL329,175,9.066452980041504,2.1349270343780518,5.614768028259277,2.0097992420196533,0.01636727713048458
2016,3,13,NL332,133,9.369222640991211,2.230388641357422,5.78299617767334,2.2331485748291016,0
2016,3,13,NL333,30,9.273128509521484,2.526543378829956,5.89037561416626,2.3229408264160156,0
2016,3,13,NL337,83,9.24871826171875,2.275182008743286,5.746944904327393,2.246246099472046,0
2016,3,13,NL33A,71,9.523221015930176,1.7509340047836304,5.651792526245117,2.1104891300201416,0
2016,3,13,NL33B,40,9.412853240966797,2.048794746398926,5.736972332000732,1.6806353330612183,0
2016,3,13,NL33C,252,9.229876518249512,2.409095525741577,5.816949367523193,2.312822103500366,0
2016,3,13,NL341,23,9.5048246383667,3.022181987762451,6.256331920623779,2.048074245452881,0
2016,3,13,NL342,58,9.099128723144531,3.2758402824401855,6.18398904800415,2.3541347980499268,0
2016,3,13,NL411,130,9.763097763061523,1.7579683065414429,5.754998207092285,2.16697359085083,0
2016,3,13,NL412,87,9.678606033325195,1.6045191287994385,5.632910251617432,1.8761729001998901,0
2016,3,13,NL413,100,9.490034103393555,1.5336556434631348,5.515438556671143,1.4490046501159668,0
2016,3,13,NL414,149,9.510919570922852,1.498492956161499,5.501834392547607,1.6243799924850464,0
2016,3,13,NL421,29,9.352420806884766,1.5262116193771362,5.448563098907471,1.3413686752319336,0
2016,3,13,NL422,57,9.346965789794922,1.5222338438034058,5.450636863708496,1.3950692415237427,0
2016,3,13,NL423,129,8.85077953338623,1.5543633699417114,5.20814323425293,1.37943696975708,0
2016,4,14,NL112,8,12.14075756072998,3.9789633750915527,8.068646430969238,1.825710415840149,0
2016,4,14,NL124,65,11.649992942810059,4.515144348144531,8.09089469909668,2.077198028564453,0
2016,4,14,NL125,18,11.929757118225098,4.673123836517334,8.293560981750488,1.9395616054534912,0
2016,4,14,NL126,35,12.29548454284668,4.007065296173096,8.15093994140625,2.316148281097412,0
2016,4,14,NL131,34,12.55070972442627,3.654813289642334,8.115541458129883,2.3606669902801514,0
2016,4,14,NL132,46,13.072502136230469,3.664259672164917,8.365629196166992,2.202629566192627,0
2016,4,14,NL133,31,12.711342811584473,3.758225679397583,8.248726844787598,2.390134811401367,0
2016,4,14,NL211,44,12.771507263183594,3.922943353652954,8.349733352661133,2.33304762840271,0
2016,4,14,NL212,29,13.006349563598633,3.455561876296997,8.227869987487793,1.9958840608596802,0
2016,4,14,NL213,110,13.168622970581055,3.561514377593994,8.362397193908691,1.9938087463378906,0
2016,4,14,NL221,123,12.70242977142334,4.170933246612549,8.443609237670898,2.193371295928955,0
2016,4,14,NL224,41,13.272047996520996,4.038217544555664,8.672142028808594,2.0702052116394043,0
2016,4,14,NL225,79,13.196662902832031,3.8695430755615234,8.531548500061035,1.8568532466888428,0
2016,4,14,NL226,136,13.385334968566895,3.9029128551483154,8.658292770385742,2.1774041652679443,0
2016,4,14,NL230,56,12.566601753234863,4.576948642730713,8.574814796447754,2.184070587158203,0
2016,4,14,NL310,181,12.80072021484375,4.7760820388793945,8.798735618591309,2.613853931427002,0
2016,4,14,NL321,61,11.724864959716797,4.84053897857666,8.290162086486816,1.9793715476989746,0
2016,4,14,NL323,40,12.206666946411133,4.883333206176758,8.556666374206543,1.9733333587646484,0
2016,4,14,NL324,45,12.476831436157227,4.900667190551758,8.703300476074219,2.0798535346984863,0
2016,4,14,NL325,35,12.206515312194824,4.873072624206543,8.550932884216309,1.9817832708358765,0
2016,4,14,NL327,44,12.803020477294922,4.697066307067871,8.738202095031738,2.1955931186676025,0
2016,4,14,NL328,39,11.903457641601562,4.989697456359863,8.4469633102417,2.0916237831115723,0
2016,4,14,NL329,171,12.538922309875488,4.8643903732299805,8.71603012084961,2.149498462677002,0
2016,4,14,NL332,156,12.545380592346191,4.86215353012085,8.696232795715332,2.387925863265991,0
2016,4,14,NL333,38,12.32205581665039,5.312351226806641,8.815835952758789,2.3167383670806885,0
2016,4,14,NL337,69,12.485092163085938,4.719284534454346,8.592866897583008,2.165788173675537,0
2016,4,14,NL33A,68,13.170634269714355,4.538718223571777,8.870652198791504,2.3418376445770264,0
2016,4,14,NL33B,55,12.874886512756348,4.888425350189209,8.898154258728027,2.593446731567383,0
2016,4,14,NL33C,261,12.401910781860352,5.235288143157959,8.815712928771973,2.3001294136047363,0
2016,4,14,NL341,22,13.019845962524414,5.571556091308594,9.296629905700684,1.2643824815750122,0
2016,4,14,NL342,46,12.32198715209961,5.925708770751953,9.120976448059082,1.608351469039917,0
2016,4,14,NL411,122,13.498419761657715,4.65816068649292,9.06876277923584,2.265970230102539,0
2016,4,14,NL412,86,13.661396026611328,4.426003456115723,9.035481452941895,2.211007595062256,0
2016,4,14,NL413,98,13.73747730255127,4.399932861328125,9.076302528381348,1.9053961038589478,0
2016,4,14,NL414,170,13.917208671569824,4.35788631439209,9.13347053527832,1.9033902883529663,0
2016,4,14,NL421,57,13.86955451965332,4.482229709625244,9.176661491394043,1.7987852096557617,0
2016,4,14,NL422,53,13.875814437866211,4.290856838226318,9.098886489868164,1.80460524559021,0
2016,4,14,NL423,129,13.539352416992188,4.592415809631348,9.076654434204102,2.2795839309692383,0
2016,4,15,NL112,13,12.14075756072998,3.9789633750915527,8.068646430969238,1.825710415840149,0
2016,4,15,NL124,67,11.649992942810059,4.515144348144531,8.09089469909668,2.077198028564453,0
2016,4,15,NL125,20,11.929757118225098,4.673123836517334,8.293560981750488,1.9395616054534912,0
2016,4,15,NL126,37,12.29548454284668,4.007065296173096,8.15093994140625,2.316148281097412,0
2016,4,15,NL131,33,12.55070972442627,3.654813289642334,8.115541458129883,2.3606669902801514,0
2016,4,15,NL132,34,13.072502136230469,3.664259672164917,8.365629196166992,2.202629566192627,0
2016,4,15,NL133,32,12.711342811584473,3.758225679397583,8.248726844787598,2.390134811401367,0
2016,4,15,NL211,43,12.771507263183594,3.922943353652954,8.349733352661133,2.33304762840271,0
2016,4,15,NL212,25,13.006349563598633,3.455561876296997,8.227869987487793,1.9958840608596802,0
2016,4,15,NL213,107,13.168622970581055,3.561514377593994,8.362397193908691,1.9938087463378906,0
2016,4,15,NL221,123,12.70242977142334,4.170933246612549,8.443609237670898,2.193371295928955,0
2016,4,15,NL224,39,13.272047996520996,4.038217544555664,8.672142028808594,2.0702052116394043,0
2016,4,15,NL225,80,13.196662902832031,3.8695430755615234,8.531548500061035,1.8568532466888428,0
2016,4,15,NL226,108,13.385334968566895,3.9029128551483154,8.658292770385742,2.1774041652679443,0
2016,4,15,NL230,36,12.566601753234863,4.576948642730713,8.574814796447754,2.184070587158203,0
2016,4,15,NL310,181,12.80072021484375,4.7760820388793945,8.798735618591309,2.613853931427002,0
2016,4,15,NL321,74,11.724864959716797,4.84053897857666,8.290162086486816,1.9793715476989746,0
2016,4,15,NL323,34,12.206666946411133,4.883333206176758,8.556666374206543,1.9733333587646484,0
2016,4,15,NL324,47,12.476831436157227,4.900667190551758,8.703300476074219,2.0798535346984863,0
2016,4,15,NL325,23,12.206515312194824,4.873072624206543,8.550932884216309,1.9817832708358765,0
2016,4,15,NL327,58,12.803020477294922,4.697066307067871,8.738202095031738,2.1955931186676025,0
2016,4,15,NL328,43,11.903457641601562,4.989697456359863,8.4469633102417,2.0916237831115723,0
